Title,store,description,"sale commission","click url",destination,"link id","link type","coupon code","promotion type","promotion start date","promotion end date"
"Extra 18% off sitewide (Valid till 2022)",Zaful,"Extra 18% off sitewide (Valid till 2022)
Code: FUN18
Expire: Jan 1st, 2022","8.00% - 16.00%",https://www.tkqlhce.com/click-100179843-14435575-1610619211000,https://www.zaful.com/,14435575,"Text Link",FUN18,Coupon,"2021-01-14 02:12:00","2021-12-31 08:00:00"
"Zaful ES: 65€-25%",Zaful,"Zaful ES: 65€-25%
Code: ES25
Expire: 10/09/2021","8.00% - 16.00%",https://www.tkqlhce.com/click-100179843-14385555-1605771340000,https://es.zaful.com/,14385555,"Text Link",ES25,Coupon,"2020-11-18 23:34:00","2021-10-08 09:00:00"
"ZAFUL EUR / FR / DE / IT: 45€-10%, 65€-12%, 95€-15%",Zaful,"ZAFUL EUR / FR / DE / IT: 45€-10%, 65€-12%, 95€-15%
Code: SS10
Expire: Apr 30th, 2021","8.00% - 16.00%",https://www.jdoqocy.com/click-100179843-14495363-1617159836000,https://eur.zaful.com/promotion/2021-easter-day-dale.html,14495363,"Text Link",SS10,Coupon,"2021-03-30 20:03:00","2021-04-29 09:00:00"
"Extra 18% off sitewide (Valid till 2022)",Zaful,"Extra 18% off sitewide (Valid till 2022)
Code: 18FALL
Expire: Jan 1st, 2022","8.00% - 16.00%",https://www.tkqlhce.com/click-100179843-14435577-1610619300000,https://www.zaful.com/,14435577,"Text Link",18FALL,Coupon,"2021-01-14 02:13:00","2021-12-31 08:00:00"
"Zaful FR: 65€-25%",Zaful,"Zaful FR: 65€-25%
Code: FR25
Expire: 10/09/2021","8.00% - 16.00%",https://www.dpbolvw.net/click-100179843-14385562-1605771612000,https://fr.zaful.com/,14385562,"Text Link",FR25,Coupon,"2020-11-18 23:39:00","2021-10-08 09:00:00"
"Zaful UK: £65-25%",Zaful,"Zaful UK: £65-25%
Code: POP25
Expire: 08/31/2021","8.00% - 16.00%",https://www.jdoqocy.com/click-100179843-14385560-1605771495000,https://uk.zaful.com/,14385560,"Text Link",POP25,Coupon,"2020-11-18 23:37:00","2021-08-30 09:00:00"
"Zaful ES: 59€-20%",Zaful,"Zaful ES: 59€-20%
Code: EP20
Expire: 10/09/2021","8.00% - 16.00%",https://www.dpbolvw.net/click-100179843-14385557-1605771409000,https://es.zaful.com/,14385557,"Text Link",EP20,Coupon,"2020-11-18 23:36:00","2021-10-08 09:00:00"
"20% discount","Just Host","This coupon code entitles customers to 20% off our 12 and 24 month plans.","USD 60.00",https://www.dpbolvw.net/click-100179843-10589817-1500382138000,http://justhost.com,10589817,"Text Link",,Coupon,"2010-02-24 00:00:00",
"15% Off for Hystou Mini Fanless Industrial PC Core i3 i5 and i7 CPU",HYSTOU,"Mini Fanless Industrial PC Core i3 i5 and i7 CPU. 15% Off. Coupon Code is AIO15OF",8.00%,https://www.kqzyfj.com/click-100179843-14351786-1610760583000,https://www.hystou.com/Mini-Fanless-Industrial-PC-Core-i3-i5-and-i7-CPU-p449646.html,14351786,"Text Link",AIO15OF,Coupon,"2020-10-18 09:00:00","2021-04-28 05:10:00"
"15% Off for HYSTOU All-in-One Desktop PC 23.8 and 27 Intel Core i7-9700F Processor",HYSTOU," HYSTOU All-in-One Desktop PC 23.8 and 27 Intel Core i7-9700F Processor. 15% Off. ",8.00%,https://www.dpbolvw.net/click-100179843-14351788-1610760583000,https://www.hystou.com/HYSTOU-All-in-One-Desktop-PC-23-8-and-27-Intel-Core-i7-9700F-Processor-p419572.html,14351788,"Text Link",AIO15OF,Coupon,"2020-10-18 09:00:00","2021-06-17 09:00:00"
"15% Off of Hystou All In One Desktop Core i5 i7 ",HYSTOU,"All In One Desktop Core i5 and i7. 15% Off discount. ",8.00%,https://www.anrdoezrs.net/click-100179843-14351789-1610760583000,https://www.hystou.com/All-In-One-Desktop-Core-i5-i7-p407125.html,14351789,"Text Link",AIO15OF,Coupon,"2020-10-18 09:00:00","2021-05-17 09:00:00"
"Get 15% Off Orders of £200! Use Code: PARADIGM15","Life in Paradigm","Get 15% Off Orders of £200! Use Code: PARADIGM15",12.00%,https://www.jdoqocy.com/click-100179843-14471392-1614395447000,https://lifeinparadigm.com/,14471392,"Text Link",PARADIGM15,Coupon,"2021-02-26 19:10:00","2023-01-01 00:00:00"
"Switzerland 5% Discount on Chart","VitaminExpress INT","Switzerland 5% Discount on Chart",20.00%,https://www.dpbolvw.net/click-100179843-14301212-1611928642000,https://www.vitaminexpress.org/ch-de/,14301212,"Text Link",71245,Coupon,"2020-08-11 08:00:00","2021-12-30 15:00:00"
"France 5% Discount on Chart","VitaminExpress INT","France 5% Discount on Chart",20.00%,https://www.dpbolvw.net/click-100179843-14301216-1611928642000,https://www.vitaminexpress.org/fr/,14301216,"Text Link",71245,Coupon,"2020-08-11 08:00:00","2021-12-30 15:00:00"
"Germany 5% Discount on Chart","VitaminExpress INT","Germany 5% Discount on Chart",20.00%,https://www.jdoqocy.com/click-100179843-14301207-1611928642000,https://www.vitaminexpress.org/de/,14301207,"Text Link",71245,Coupon,"2020-08-11 08:00:00","2021-12-30 15:00:00"
"Rest of Europe 5% Discount on Chart","VitaminExpress INT","Rest of Europe 5% Discount on Chart",20.00%,https://www.tkqlhce.com/click-100179843-14301042-1611928642000,https://www.vitaminexpress.org/en/,14301042,"Text Link",71245,Coupon,"2020-08-11 08:00:00","2021-12-30 15:00:00"
"United Kingdom 5% Discount on Chart","VitaminExpress INT","United Kingdom 5% Discount on Chart",20.00%,https://www.kqzyfj.com/click-100179843-14301214-1611928642000,https://www.vitaminexpress.org/uk/,14301214,"Text Link",71245,Coupon,"2020-08-11 08:00:00","2021-12-30 15:00:00"
"Italy 5% Discount on Chart","VitaminExpress INT","Italy 5% Discount on Chart",20.00%,https://www.kqzyfj.com/click-100179843-14301219-1611928642000,https://www.vitaminexpress.org/it/,14301219,"Text Link",71245,Coupon,"2020-08-11 08:00:00","2021-12-30 15:00:00"
"Austria 5% Discount on Chart","VitaminExpress INT","Austria 5% Discount on Chart",20.00%,https://www.jdoqocy.com/click-100179843-14301209-1611928642000,https://www.vitaminexpress.org/at/,14301209,"Text Link",71245,Coupon,"2020-08-11 08:00:00","2021-12-30 15:00:00"
"Get 20% OFF ","Intolerance Lab","Get 20% OFF on all the Intolerance tests ",15.00%,https://www.tkqlhce.com/click-100179843-13944775-1582027926000,https://www.intolerancelab.co.uk/share/,13944775,Banner,YPMK9C8FAXF3,Coupon,"2020-01-13 01:51:00","2021-05-12 11:30:00"
"Get 50% off iolo's System Mechanic® Ultimate Defense™; Total Performance, Protection & Privacy In One Convenient Interface.","Iolo System Mechanic","Get 50% off iolo's System Mechanic® Ultimate Defense™; Total Performance, Protection & Privacy In One Convenient Interface.","10.00% - 40.00%",https://www.tkqlhce.com/click-100179843-13228236-1606820013000,https://www.iolo.com/products/system-mechanic-ultimate-defense/?coupon=p360af&SRC=AFFILIATES_CJ&isc=smud_aff_p_075,13228236,"Text Link",p360af,Coupon,"2018-02-05 22:56:00","2021-12-31 08:59:00"
"50_Off_300x600 [System Mechanic]","Iolo System Mechanic","50_Off_300x600 [System Mechanic]","10.00% - 40.00%",https://www.dpbolvw.net/click-100179843-12851287-1606818119000,https://www.iolo.com/coupon/af50iolo/products/system-mechanic/?SRC=AFFILIATES_CJ&isc=sm_aff_p_074,12851287,Banner,AF50iolo,Coupon,"2017-02-19 17:51:00","2021-12-31 08:59:00"
"Get 50% off System Mechanic Pro, System Mechanic, or System Mechanic Business. Coupon code: AF50iolo","Iolo System Mechanic","Get 50% off System Mechanic Pro, System Mechanic, or System Mechanic Business. Coupon code: AF50iolo","10.00% - 40.00%",https://www.jdoqocy.com/click-100179843-12471071-1606819808000,https://www.iolo.com/coupon/af50iolo/products/system-mechanic/?SRC=AFFILIATES_CJ&isc=sm_aff_p_074,12471071,"Text Link",AF50iolo,Coupon,"2016-01-11 00:54:00","2021-12-31 08:59:00"
"System Shield AntiVirus & AntiSpyware - 50% Off","Iolo System Mechanic","Get System Shield AntiVirus & AntiSpyware for $19.95. Save 50%!","10.00% - 40.00%",https://www.kqzyfj.com/click-100179843-11691772-1606819634000,https://www.iolo.com/coupon/AF50SS/products/system-shield/?SRC=AFFILIATES_CJ&isc=ss_aff_p_098,11691772,"Text Link",AF50SS,Coupon,"2014-02-12 10:00:00","2021-12-31 08:59:00"
"468x60 Full Banner","Iolo System Mechanic","468x60 Full Banner","10.00% - 40.00%",https://www.kqzyfj.com/click-100179843-10888698-1608699773000,https://www.iolo.com/coupon/af50iolo/products/system-mechanic-professional/?SRC=AFFILIATES_CJ&isc=smpro_aff_p_076,10888698,Banner,AF50iolo,Coupon,"2014-03-16 10:00:00","2021-12-31 08:59:00"
"Mega deal: Get 15 months of System Mechanic 21 for the price of 12. Plus get 50% off!","Iolo System Mechanic","Mega deal: Get 15 months of System Mechanic 21 for the price of 12. Plus get 50% off!","10.00% - 40.00%",https://www.tkqlhce.com/click-100179843-10855669-1608703614000,https://secure2.iolo.com/order/checkout.php?PRODS=4532680&COUPON=ENDTEN&SRC=AFFILIATES_CJ&ADDITIONAL_sc=sm_aff_p_074,10855669,"Text Link",ENDTEN,Coupon,"2012-12-31 00:00:00","2021-12-31 08:59:00"
SMUD60_336x280,"Iolo System Mechanic",SMUD60_336x280,"10.00% - 40.00%",https://www.kqzyfj.com/click-100179843-13995932-1617186728000,https://www.iolo.com/products/system-mechanic-ultimate-defense/?coupon=earthday&SRC=AFFILIATES_CJ&isc=smud_aff_p_075,13995932,Banner,earthday,Coupon,"2020-08-02 01:41:00","2021-04-30 09:59:00"
"250x250 Square Pop-Up","Iolo System Mechanic","250x250 Square Pop-Up","10.00% - 40.00%",https://www.kqzyfj.com/click-100179843-10785458-1606817579000,https://secure2.iolo.com/order/checkout.php?PRODS=4719164&QTY=1&CART=1&CARD=2&SHORT_FORM=1&DESIGN_TYPE=2&COUPON=p360af&SRC=AFFILIATES_CJ&ADDITIONAL_sc=smud_aff_p_075,10785458,Banner,p360af,Coupon,"2012-02-19 00:00:00","2021-12-31 08:59:00"
"Get the new System Mechanic 21 for only $29.95 [normally $49.95]. Coupon code: SM95.","Iolo System Mechanic","Get the new System Mechanic 21 for only $29.95 [normally $49.95]. Coupon code: SM95.","10.00% - 40.00%",https://www.jdoqocy.com/click-100179843-10380907-1608703076000,https://www.iolo.com/coupon/SM95/products/system-mechanic/?SRC=AFFILIATES_CJ&isc=sm_aff_p_074,10380907,"Text Link",SM95,Coupon,"2012-06-29 00:00:00","2021-12-31 08:59:00"
"468x60 Full Banner","Iolo System Mechanic","468x60 Full Banner","10.00% - 40.00%",https://www.jdoqocy.com/click-100179843-10380725-1606817547000,https://secure2.iolo.com/order/checkout.php?PRODS=4719164&QTY=1&CART=1&CARD=2&SHORT_FORM=1&DESIGN_TYPE=2&COUPON=p360af&SRC=AFFILIATES_CJ&ADDITIONAL_sc=smud_aff_p_075,10380725,Banner,p360af,Coupon,"2014-09-03 17:50:00","2021-12-31 08:59:00"
"Get a massive 60% off System Mechanic 21 Ultimate Defense. Coupon code: earthday","Iolo System Mechanic","Get a massive 60% off System Mechanic 21 Ultimate Defense. Coupon code: earthday","10.00% - 40.00%",https://www.jdoqocy.com/click-100179843-14490734-1617198832000,"https://secure2.iolo.com/order/checkout.php?QTY=1,1&PRODS=4719164,30812364&CROSS_SELL[30812364]=4719164&ORDERSTYLE=nLWsoJSpjHU%3D&CART=1&CARD=2&SHORT_FORM=1&COUPON=EARTHDAY&SRC=AFFILIATES_CJ&ADDITIONAL_sc=smud_aff_p_075",14490734,"Text Link",earthday,Coupon,"2021-03-31 10:00:00","2021-04-30 09:59:00"
SMUD60_300x250,"Iolo System Mechanic",SMUD60_300x250,"10.00% - 40.00%",https://www.dpbolvw.net/click-100179843-13995930-1617186596000,https://www.iolo.com/products/system-mechanic-ultimate-defense/?coupon=earthday&SRC=AFFILIATES_CJ&isc=smud_aff_p_075,13995930,Banner,earthday,Coupon,"2020-08-02 01:36:00","2021-04-30 09:59:00"
SMUD60_728x90,"Iolo System Mechanic",SMUD60_728x90,"10.00% - 40.00%",https://www.tkqlhce.com/click-100179843-13995934-1617186664000,https://www.iolo.com/products/system-mechanic-ultimate-defense/?coupon=earthday&SRC=AFFILIATES_CJ&isc=smud_aff_p_075,13995934,Banner,earthday,Coupon,"2020-08-02 01:39:00","2021-04-30 09:59:00"
SMUD60_120x600,"Iolo System Mechanic",SMUD60_120x600,"10.00% - 40.00%",https://www.tkqlhce.com/click-100179843-13995927-1617186628000,https://www.iolo.com/products/system-mechanic-ultimate-defense/?coupon=earthday&SRC=AFFILIATES_CJ&isc=smud_aff_p_075,13995927,Banner,earthday,Coupon,"2020-08-02 01:35:00","2021-04-30 09:59:00"
SMUD60_250x250,"Iolo System Mechanic",SMUD60_250x250,"10.00% - 40.00%",https://www.kqzyfj.com/click-100179843-13995929-1617186798000,https://www.iolo.com/products/system-mechanic-ultimate-defense/?coupon=earthday&SRC=AFFILIATES_CJ&isc=smud_aff_p_075,13995929,Banner,earthday,Coupon,"2020-08-02 01:34:00","2021-04-30 09:59:00"
"System Mechanic Business [SMB-50PT-PROMO] 160x600","Iolo System Mechanic","<link>System Mechanic Business [SMB-50PT-PROMO] 160x600</link>","10.00% - 40.00%",https://www.dpbolvw.net/click-100179843-13423919-1606818383000,https://secure2.iolo.com/order/checkout.php?PRODS=4595135&QTY=25&ORDERSTYLE=nLWs45WpkHU=&CURRENCY=USD&LANG=en&COUPON=SMB-50PT-PROMO&SRC=AFFILIATES_CJ&isc=sm_aff_p_074,13423919,Banner,SMB-50PT-PROMO,Coupon,"2020-09-01 21:18:00","2021-12-31 08:59:00"
"50_Off_250x250 [System Mechanic]","Iolo System Mechanic","50_Off_250x250 [System Mechanic]","10.00% - 40.00%",https://www.tkqlhce.com/click-100179843-12851284-1606818051000,https://www.iolo.com/coupon/af50iolo/products/system-mechanic/?SRC=AFFILIATES_CJ&isc=sm_aff_p_074,12851284,Banner,AF50iolo,Coupon,"2017-02-19 17:51:00","2021-12-31 08:59:00"
"50_Off_120x600 [System Mechanic]","Iolo System Mechanic","50_Off_120x600 [System Mechanic]","10.00% - 40.00%",https://www.kqzyfj.com/click-100179843-12851281-1606817964000,https://www.iolo.com/coupon/af50iolo/products/system-mechanic/?SRC=AFFILIATES_CJ&isc=sm_aff_p_074,12851281,Banner,AF50iolo,Coupon,"2017-02-19 17:51:00","2021-12-31 08:59:00"
"Get 50% Off Award-Winning  System Mechanic® Pro","Iolo System Mechanic","Get 50% Off Award-Winning 
System Mechanic® Pro","10.00% - 40.00%",https://www.tkqlhce.com/click-100179843-11896611-1606819749000,https://www.iolo.com/landing/system-mechanic-pro-offer/?SRC=AFFILIATES_CJ&isc=smpro_aff_p_076,11896611,"Text Link",50OFFP,Coupon,"2014-07-28 00:03:00","2021-12-31 08:59:00"
"250x250 Square Pop-Up","Iolo System Mechanic","250x250 Square Pop-Up","10.00% - 40.00%",https://www.anrdoezrs.net/click-100179843-11738391-1608699697000,https://www.iolo.com/coupon/af50iolo/products/system-mechanic-professional/?SRC=AFFILIATES_CJ&isc=smpro_aff_p_076,11738391,Banner,AF50iolo,Coupon,"2014-03-16 10:00:00","2021-12-31 08:59:00"
"Get System Mechanic 21 Pro for $39.95. Save $30! [Coupon code: pcutilityiolosm30off]","Iolo System Mechanic","Get System Mechanic 21 Pro for $39.95. Save $30! [Coupon code: pcutilityiolosm30off]","10.00% - 40.00%",https://www.tkqlhce.com/click-100179843-10766109-1608703358000,https://www.iolo.com/coupon/pcutilityiolosm30off/products/system-mechanic-professional/?SRC=AFFILIATES_CJ&isc=smpro_aff_p_076,10766109,"Text Link",pcutilityiolosm30off,Coupon,"2012-02-19 00:00:00","2021-12-31 08:59:00"
"Link Replacement","Iolo System Mechanic","Link Replacement","10.00% - 40.00%",https://www.anrdoezrs.net/click-100179843-11738383-1608703982000,https://www.iolo.com/coupon/af50iolo/products/system-mechanic-professional/?SRC=AFFILIATES_CJ&isc=smpro_aff_p_076,11738383,"Text Link",SPRING17,Coupon,"2012-02-19 00:00:00","2021-12-31 08:59:00"
"50_Off_468x60 [System Mechanic]","Iolo System Mechanic","50_Off_468x60 [System Mechanic]","10.00% - 40.00%",https://www.anrdoezrs.net/click-100179843-12851289-1606818184000,https://www.iolo.com/coupon/af50iolo/products/system-mechanic/?SRC=AFFILIATES_CJ&isc=sm_aff_p_074,12851289,Banner,AF50iolo,Coupon,"2017-02-19 17:51:00","2021-12-31 08:59:00"
"Buy System Mechanic 21, and get System Shield for FREE. [A $39.95 value!]","Iolo System Mechanic","Buy System Mechanic 21, and get System Shield for FREE. [A $39.95 value!]","10.00% - 40.00%",https://www.jdoqocy.com/click-100179843-12217866-1608704847000,https://secure2.iolo.com/order/checkout.php?PRODS=4645471&QTY=1&CART=1&CARD=1&SRC=AFFILIATES_CJ&ADDITIONAL_sc=sm_aff_p_074,12217866,"Text Link",,Coupon,"2015-05-13 10:00:00","2021-12-31 08:59:00"
"336x280 Large Rectangle","Iolo System Mechanic","336x280 Large Rectangle","10.00% - 40.00%",https://www.anrdoezrs.net/click-100179843-11738392-1608699672000,https://www.iolo.com/coupon/af50iolo/products/system-mechanic-professional/?SRC=AFFILIATES_CJ&isc=smpro_aff_p_076,11738392,Banner,AF50iolo,Coupon,"2014-03-16 10:00:00","2021-12-31 08:59:00"
"300x250 Medium Rectangle","Iolo System Mechanic","300x250 Medium Rectangle","10.00% - 40.00%",https://www.kqzyfj.com/click-100179843-10785008-1606817609000,https://secure2.iolo.com/order/checkout.php?PRODS=4719164&QTY=1&CART=1&CARD=2&SHORT_FORM=1&DESIGN_TYPE=2&COUPON=p360af&SRC=AFFILIATES_CJ&ADDITIONAL_sc=smud_aff_p_075,10785008,Banner,p360af,Coupon,"2012-02-19 00:00:00","2021-12-31 08:59:00"
"Get 50% off iolo's System Mechanic® Ultimate Defense™; Total Performance, Protection & Privacy In One Convenient Interface","Iolo System Mechanic","Get 50% off iolo's System Mechanic® Ultimate Defense™; Total Performance, Protection & Privacy In One Convenient Interface","10.00% - 40.00%",https://www.tkqlhce.com/click-100179843-10766620-1606819383000,https://secure2.iolo.com/order/checkout.php?PRODS=4719164&QTY=1&CART=1&CARD=2&SHORT_FORM=1&DESIGN_TYPE=2&COUPON=p360af&SRC=AFFILIATES_CJ&ADDITIONAL_sc=smud_aff_p_075,10766620,"Text Link",p360af,Coupon,"2012-02-19 00:00:00","2021-12-31 08:59:00"
"728x90 Large Banner","Iolo System Mechanic","728x90 Large Banner","10.00% - 40.00%",https://www.tkqlhce.com/click-100179843-10380694-1606817476000,https://secure2.iolo.com/order/checkout.php?PRODS=4719164&QTY=1&CART=1&CARD=2&SHORT_FORM=1&DESIGN_TYPE=2&COUPON=p360af&SRC=AFFILIATES_CJ&ADDITIONAL_sc=smud_aff_p_075,10380694,Banner,p360af,Coupon,"2012-02-19 00:00:00","2021-12-31 08:59:00"
"Get a massive 60% off System Mechanic 21. Coupon code: earthday","Iolo System Mechanic","Get a massive 60% off System Mechanic 21. Coupon code: earthday","10.00% - 40.00%",https://www.kqzyfj.com/click-100179843-14490731-1617198902000,"https://secure2.iolo.com/order/checkout.php?QTY=1,1&PRODS=4155797,30812364&CROSS_SELL[30812364]=4155797&ORDERSTYLE=nLWsoJSpjHU%3D&CART=1&CARD=2&SHORT_FORM=1&COUPON=EARTHDAY&SRC=AFFILIATES_CJ&ADDITIONAL_sc=sm_aff_p_074",14490731,"Text Link",earthday,Coupon,"2021-03-31 10:00:00","2021-04-30 09:59:00"
"Get a massive 60% off System Mechanic 21 Pro. Coupon code: earthday","Iolo System Mechanic","Get a massive 60% off System Mechanic 21 Pro. Coupon code: earthday","10.00% - 40.00%",https://www.tkqlhce.com/click-100179843-14490733-1617198874000,"https://secure2.iolo.com/order/checkout.php?QTY=1,1&PRODS=4223590,30812364&CROSS_SELL[30812364]=4223590&ORDERSTYLE=nLWsoJSpjHU%3D&CART=1&CARD=2&SHORT_FORM=1&COUPON=EARTHDAYSRC=AFFILIATES_CJ&ADDITIONAL_sc=smpro_aff_p_076",14490733,"Text Link",earthday,Coupon,"2021-03-31 10:00:00","2021-04-30 09:59:00"
"System Mechanic Business [SMB-50PT-PROMO] 300x250","Iolo System Mechanic","<link>System Mechanic Business [SMB-50PT-PROMO] 300x250</link>","10.00% - 40.00%",https://www.dpbolvw.net/click-100179843-13423921-1606818443000,https://secure2.iolo.com/order/checkout.php?PRODS=4595135&QTY=25&ORDERSTYLE=nLWs45WpkHU=&CURRENCY=USD&LANG=en&COUPON=SMB-50PT-PROMO&SRC=AFFILIATES_CJ&isc=sm_aff_p_074,13423921,Banner,SMB-50PT-PROMO,Coupon,"2020-09-01 21:15:00","2021-12-31 08:59:00"
